Season,Injury,Days,Games missed,player_name,player_age,player_position,club,league,salary_eur,salary_daily_eur,injury_cost_eur
23/24,Knee surgery,207,38,Gaetano Castrovilli,27,Central Midfield,Fiorentina,Serie A,2590000.0,7095.890410958904,1468849.3150684931
23/24,Ankle problems,3,1,Giacomo Bonaventura,34,Attacking Midfield,Fiorentina,Serie A,3520000.0,9643.835616438357,28931.50684931507
23/24,Ankle problems,6,2,Giacomo Bonaventura,34,Attacking Midfield,Fiorentina,Serie A,3520000.0,9643.835616438357,57863.01369863014
23/24,Knock,6,2,Giacomo Bonaventura,34,Attacking Midfield,Fiorentina,Serie A,3520000.0,9643.835616438357,57863.01369863014
23/24,Foot bruise,11,3,Giacomo Bonaventura,34,Attacking Midfield,Fiorentina,Serie A,3520000.0,9643.835616438357,106082.19178082192
23/24,Muscle fatigue,6,1,Giacomo Bonaventura,34,Attacking Midfield,Fiorentina,Serie A,3520000.0,9643.835616438357,57863.01369863014
23/24,Rest,3,1,Giacomo Bonaventura,34,Attacking Midfield,Fiorentina,Serie A,3520000.0,9643.835616438357,28931.50684931507
23/24,Knock,5,1,Giacomo Bonaventura,34,Attacking Midfield,Fiorentina,Serie A,3520000.0,9643.835616438357,48219.178082191786
23/24,Broken collarbone,39,7,Riccardo Sottil,25,Left Winger,Fiorentina,Serie A,1110000.0,3041.095890410959,118602.7397260274
23/24,Thigh problems,15,2,Riccardo Sottil,25,Left Winger,Fiorentina,Serie A,1110000.0,3041.095890410959,45616.438356164384
23/24,Muscle fatigue,5,2,Riccardo Sottil,25,Left Winger,Fiorentina,Serie A,1110000.0,3041.095890410959,15205.479452054797
23/24,Hip injury,4,1,Jonathan Ikoné,26,Right Winger,Fiorentina,Serie A,2180000.0,5972.602739726028,23890.41095890411
23/24,Hip injury,50,7,Jonathan Ikoné,26,Right Winger,Fiorentina,Serie A,2180000.0,5972.602739726028,298630.1369863014
23/24,Lumbago,6,1,Andrea Belotti,30,Forward,Fiorentina,Serie A,5180000.0,14191.780821917808,85150.68493150684
23/24,Thigh problems,6,2,Andrea Belotti,30,Forward,Fiorentina,Serie A,5180000.0,14191.780821917808,85150.68493150684
23/24,Tendonitis,15,2,Sam Beukema,25,Centre-Back,Bologna,Serie A,900000.0,2465.753424657534,36986.30136986301
23/24,Thigh problems,39,9,Jhon Lucumí,26,Centre-Back,Bologna,Serie A,960000.0,2630.1369863013697,102575.34246575342
23/24,Hamstring muscle injury,29,6,Stefan Posch,27,Centre-Back,Bologna,Serie A,1000000.0,2739.72602739726,79452.05479452055
23/24,Knock,4,2,Riccardo Calafiori,22,Left-Back,Bologna,Serie A,1110000.0,3041.095890410959,12164.383561643835
23/24,Calf problems,15,2,Lorenzo De Silvestri,36,Right-Back,Bologna,Serie A,1670000.0,4575.342465753424,68630.13698630137
23/24,Muscle fatigue,13,3,Lorenzo De Silvestri,36,Right-Back,Bologna,Serie A,1670000.0,4575.342465753424,59479.452054794514
23/24,Muscle fatigue,21,3,Oussama El Azzouzi,23,Defensive Midfield,Bologna,Serie A,580000.0,1589.041095890411,33369.86301369863
23/24,Cruciate ligament surgery,201,28,Lewis Ferguson,24,Central Midfield,Bologna,Serie A,770000.0,2109.5890410958905,424027.397260274
23/24,Ankle sprain,21,2,Jesper Karlsson,25,Left Winger,Bologna,Serie A,1600000.0,4383.561643835616,92054.79452054796
23/24,Knee injury,66,11,Jesper Karlsson,25,Left Winger,Bologna,Serie A,1600000.0,4383.561643835616,289315.0684931507
23/24,Hamstring injury,16,3,Jesper Karlsson,25,Left Winger,Bologna,Serie A,1600000.0,4383.561643835616,70136.98630136986
23/24,Hamstring injury,29,5,Riccardo Orsolini,27,Right Winger,Bologna,Serie A,3700000.0,10136.986301369863,293972.602739726
23/24,Adductor injury,40,1,Riccardo Orsolini,27,Right Winger,Bologna,Serie A,3700000.0,10136.986301369863,405479.4520547945
23/24,Hamstring injury,41,6,Dan Ndoye,23,Right Winger,Bologna,Serie A,1030000.0,2821.917808219178,115698.63013698628
23/24,Hamstring injury,26,3,Joshua Zirkzee,23,Forward,Bologna,Serie A,1150000.0,3150.6849315068494,81917.80821917808
23/24,Hamstring muscle injury,23,4,Joshua Zirkzee,23,Forward,Bologna,Serie A,1150000.0,3150.6849315068494,72465.75342465754
23/24,Shoulder injury,3,1,Alessandro Buongiorno,25,Centre-Back,Torino,Serie A,1850000.0,5068.493150684932,15205.479452054797
23/24,Shoulder injury,37,7,Alessandro Buongiorno,25,Centre-Back,Torino,Serie A,1850000.0,5068.493150684932,187534.2465753425
23/24,Adductor injury,32,7,Alessandro Buongiorno,25,Centre-Back,Torino,Serie A,1850000.0,5068.493150684932,162191.7808219178
23/24,Cruciate ligament injury,286,31,Perr Schuurs,24,Centre-Back,Torino,Serie A,1790000.0,4904.109589041096,1402575.3424657534
23/24,Calf injury,19,3,Matteo Lovato,24,Centre-Back,Torino,Serie A,930000.0,2547.945205479452,48410.95890410959
23/24,muscular problems,7,1,Matteo Lovato,24,Centre-Back,Torino,Serie A,930000.0,2547.945205479452,17835.616438356163
23/24,Knee problems,14,3,David Zima,23,Centre-Back,Torino,Serie A,640000.0,1753.4246575342463,24547.945205479453
23/24,Leg injury,13,1,David Zima,23,Centre-Back,Torino,Serie A,640000.0,1753.4246575342463,22794.520547945205
23/24,Patellar tendon problems,20,3,Saba Sazonov,22,Centre-Back,Torino,Serie A,640000.0,1753.4246575342463,35068.49315068493
23/24,Nose surgery,10,1,Saba Sazonov,22,Centre-Back,Torino,Serie A,640000.0,1753.4246575342463,17534.246575342466
23/24,muscular problems,70,12,Adam Masina,30,Centre-Back,Torino,Serie A,1150000.0,3150.6849315068494,220547.94520547945
23/24,muscular problems,13,3,Ricardo Rodríguez,31,Left-Back,Torino,Serie A,2780000.0,7616.438356164384,99013.698630137
23/24,Adductor pain,7,2,Ricardo Rodríguez,31,Left-Back,Torino,Serie A,2780000.0,7616.438356164384,53315.06849315069
23/24,muscular problems,5,1,Ricardo Rodríguez,31,Left-Back,Torino,Serie A,2780000.0,7616.438356164384,38082.19178082192
23/24,Back problems,16,3,Mërgim Vojvoda,29,Right-Back,Torino,Serie A,900000.0,2465.753424657534,39452.05479452055
23/24,bruise,3,1,Mërgim Vojvoda,29,Right-Back,Torino,Serie A,900000.0,2465.753424657534,7397.260273972603
23/24,Hamstring strain,13,2,Mërgim Vojvoda,29,Right-Back,Torino,Serie A,900000.0,2465.753424657534,32054.794520547945
23/24,Ankle problems,9,1,Samuele Ricci,22,Defensive Midfield,Torino,Serie A,1850000.0,5068.493150684932,45616.438356164384
23/24,Thigh problems,28,5,Samuele Ricci,22,Defensive Midfield,Torino,Serie A,1850000.0,5068.493150684932,141917.80821917808
23/24,Hamstring muscle injury,24,4,Adrien Tamèze,30,Defensive Midfield,Torino,Serie A,1280000.0,3506.849315068493,84164.38356164383
23/24,Collateral ligament injury,41,7,Ivan Ilić,23,Central Midfield,Torino,Serie A,1540000.0,4219.178082191781,172986.301369863
23/24,Ankle problems,4,1,Ivan Ilić,23,Central Midfield,Torino,Serie A,1540000.0,4219.178082191781,16876.712328767124
23/24,Calf problems,7,1,Karol Linetty,29,Central Midfield,Torino,Serie A,2590000.0,7095.890410958904,49671.232876712325
23/24,Knee injury,9,1,Gvidas Gineitis,20,Central Midfield,Torino,Serie A,170000.0,465.7534246575343,4191.780821917809
23/24,Knee injury,54,8,Gvidas Gineitis,20,Central Midfield,Torino,Serie A,170000.0,465.7534246575343,25150.68493150685
23/24,Hamstring injury,64,3,Brandon Soppy,22,Right Midfield,Torino,Serie A,770000.0,2109.5890410958905,135013.698630137
23/24,Thigh problems,36,4,Brandon Soppy,22,Right Midfield,Torino,Serie A,770000.0,2109.5890410958905,75945.20547945205
23/24,Fitness,10,2,Brandon Soppy,22,Right Midfield,Torino,Serie A,770000.0,2109.5890410958905,21095.890410958906
23/24,Hamstring injury,40,6,Brandon Soppy,22,Right Midfield,Torino,Serie A,770000.0,2109.5890410958905,84383.56164383562
23/24,Muscle injury,102,11,Nikola Vlašić,26,Attacking Midfield,Torino,Serie A,2560000.0,7013.698630136986,715397.2602739726
23/24,Adductor injury,23,3,Nikola Vlašić,26,Attacking Midfield,Torino,Serie A,2560000.0,7013.698630136986,161315.06849315067
23/24,Head injury,11,1,Nikola Vlašić,26,Attacking Midfield,Torino,Serie A,2560000.0,7013.698630136986,77150.68493150685
23/24,Back problems,15,3,Nemanja Radonjić,28,Left Winger,Torino,Serie A,1030000.0,2821.917808219178,42328.76712328767
23/24,Muscle fatigue,8,2,Yann Karamoh,25,Left Winger,Torino,Serie A,1850000.0,5068.493150684932,40547.94520547945
23/24,muscular problems,9,2,Duván Zapata,33,Forward,Torino,Serie A,4630000.0,12684.931506849314,114164.38356164384
23/24,Muscle injury,20,3,Antonio Sanabria,28,Forward,Torino,Serie A,2960000.0,8109.58904109589,162191.7808219178
23/24,Adductor pain,4,1,Pietro Pellegri,23,Forward,Torino,Serie A,1280000.0,3506.849315068493,14027.397260273972
23/24,Head injury,6,1,Michele Di Gregorio,26,Goalkeeper,Monza,Serie A,1860000.0,5095.890410958904,30575.342465753423
23/24,Knee problems,23,4,Michele Di Gregorio,26,Goalkeeper,Monza,Serie A,1860000.0,5095.890410958904,117205.4794520548
23/24,Head injury,5,1,Michele Di Gregorio,26,Goalkeeper,Monza,Serie A,1860000.0,5095.890410958904,25479.45205479452
23/24,muscular problems,28,4,Andrea Carboni,23,Centre-Back,Monza,Serie A,930000.0,2547.945205479452,71342.46575342465
23/24,Ankle problems,8,1,Andrea Carboni,23,Centre-Back,Monza,Serie A,930000.0,2547.945205479452,20383.561643835616
23/24,Broken foot,28,4,Andrea Carboni,23,Centre-Back,Monza,Serie A,930000.0,2547.945205479452,71342.46575342465
23/24,Stress reaction of the bone,15,3,Pablo Marí,30,Centre-Back,Monza,Serie A,2050000.0,5616.438356164384,84246.57534246576
23/24,Knee problems,9,1,Armando Izzo,32,Centre-Back,Monza,Serie A,3150000.0,8630.13698630137,77671.23287671233
23/24,Foot surgery,69,8,Armando Izzo,32,Centre-Back,Monza,Serie A,3150000.0,8630.13698630137,595479.4520547945
23/24,Ankle problems,29,4,Davide Bettella,24,Centre-Back,Monza,Serie A,350000.0,958.9041095890412,27808.219178082192
23/24,Ankle injury,28,4,Davide Bettella,24,Centre-Back,Monza,Serie A,350000.0,958.9041095890412,26849.315068493157
23/24,Muscle injury,42,5,Danilo D'Ambrosio,35,Centre-Back,Monza,Serie A,1850000.0,5068.493150684932,212876.7123287671
23/24,muscular problems,8,1,Danilo D'Ambrosio,35,Centre-Back,Monza,Serie A,1850000.0,5068.493150684932,40547.94520547945
23/24,Ankle sprain,27,2,Danilo D'Ambrosio,35,Centre-Back,Monza,Serie A,1850000.0,5068.493150684932,136849.31506849316
23/24,Ankle problems,6,1,Samuele Birindelli,24,Right-Back,Monza,Serie A,830000.0,2273.972602739726,13643.835616438357
23/24,Shoulder injury,15,3,Roberto Gagliardini,30,Central Midfield,Monza,Serie A,2780000.0,7616.438356164384,114246.57534246576
23/24,Meniscus injury,167,14,Patrick Ciurria,29,Right Midfield,Monza,Serie A,1480000.0,4054.794520547945,677150.6849315069
23/24,Knee problems,16,3,Patrick Ciurria,29,Right Midfield,Monza,Serie A,1480000.0,4054.794520547945,64876.71232876712
23/24,muscular problems,77,13,Daniel Maldini,22,Attacking Midfield,Monza,Serie A,560000.0,1534.2465753424658,118136.98630136986
23/24,Adductor injury,84,11,Samuele Vignato,20,Attacking Midfield,Monza,Serie A,170000.0,465.7534246575343,39123.28767123288
23/24,Cruciate ligament tear,224,31,Gianluca Caprari,30,Second Striker,Monza,Serie A,1670000.0,4575.342465753424,1024876.712328767
23/24,surgery,86,11,Alan Matturro,19,Centre-Back,Genoa,Serie A,510000.0,1397.2602739726028,120164.38356164384
23/24,muscular problems,12,2,Alan Matturro,19,Centre-Back,Genoa,Serie A,510000.0,1397.2602739726028,16767.123287671235
23/24,muscular problems,28,4,Mattia Bani,30,Centre-Back,Genoa,Serie A,1300000.0,3561.6438356164385,99726.02739726027
23/24,muscular problems,29,4,Mattia Bani,30,Centre-Back,Genoa,Serie A,1300000.0,3561.6438356164385,103287.67123287672
23/24,Muscle fatigue,12,2,Giorgio Cittadini,22,Centre-Back,Genoa,Serie A,390000.0,1068.4931506849316,12821.91780821918
23/24,Thigh problems,43,6,Alessandro Vogliacco,25,Centre-Back,Genoa,Serie A,190000.0,520.5479452054794,22383.561643835616
23/24,Muscle fatigue,28,3,Aarón Martín,27,Left-Back,Genoa,Serie A,1280000.0,3506.849315068493,98191.7808219178
23/24,sprain,28,4,Ridgeciano Haps,31,Left-Back,Genoa,Serie A,3210000.0,8794.520547945205,246246.57534246572
23/24,Muscle fatigue,24,4,Emil Bohinen,25,Defensive Midfield,Genoa,Serie A,1000000.0,2739.72602739726,65753.42465753424
23/24,Thigh problems,20,2,Emil Bohinen,25,Defensive Midfield,Genoa,Serie A,1000000.0,2739.72602739726,54794.520547945205
23/24,Rest,3,1,Milan Badelj,35,Defensive Midfield,Genoa,Serie A,1790000.0,4904.109589041096,14712.328767123288
23/24,muscular problems,24,5,Kevin Strootman,34,Central Midfield,Genoa,Serie A,2560000.0,7013.698630136986,168328.76712328766
23/24,muscular problems,39,6,Junior Messias,33,Right Winger,Genoa,Serie A,3700000.0,10136.986301369863,395342.4657534247
23/24,muscular problems,15,3,Junior Messias,33,Right Winger,Genoa,Serie A,3700000.0,10136.986301369863,152054.79452054796
23/24,Rest,3,1,Junior Messias,33,Right Winger,Genoa,Serie A,3700000.0,10136.986301369863,30410.95890410959
23/24,Muscle injury,42,6,Junior Messias,33,Right Winger,Genoa,Serie A,3700000.0,10136.986301369863,425753.4246575342
23/24,Muscle injury,65,6,Junior Messias,33,Right Winger,Genoa,Serie A,3700000.0,10136.986301369863,658904.1095890411
23/24,Calf problems,18,3,Albert Gudmundsson,27,Second Striker,Genoa,Serie A,1920000.0,5260.273972602739,94684.9315068493
23/24,Ankle problems,12,2,Mateo Retegui,25,Forward,Genoa,Serie A,2310000.0,6328.767123287671,75945.20547945205
23/24,Muscle fatigue,15,2,Mateo Retegui,25,Forward,Genoa,Serie A,2310000.0,6328.767123287671,94931.50684931506
23/24,Knee problems,37,8,Mateo Retegui,25,Forward,Genoa,Serie A,2310000.0,6328.767123287671,234164.38356164383
23/24,Knee problems,26,5,Mateo Retegui,25,Forward,Genoa,Serie A,2310000.0,6328.767123287671,164547.94520547945
23/24,Muscle injury,11,2,Caleb Ekuban,30,Forward,Genoa,Serie A,1280000.0,3506.849315068493,38575.34246575343
23/24,muscular problems,31,5,Caleb Ekuban,30,Forward,Genoa,Serie A,1280000.0,3506.849315068493,108712.32876712328
23/24,Finger injury,14,3,George Pușcaș,28,Forward,Genoa,Serie A,1150000.0,3150.6849315068494,44109.58904109589
23/24,Knee injury,63,8,Kevin Bonifazi,28,Centre-Back,Frosinone,Serie A,1850000.0,5068.493150684932,319315.0684931507
23/24,Lumbago,27,4,Kevin Bonifazi,28,Centre-Back,Frosinone,Serie A,1850000.0,5068.493150684932,136849.31506849316
23/24,Hamstring injury,128,20,Riccardo Marchizza,26,Left-Back,Frosinone,Serie A,1300000.0,3561.6438356164385,455890.4109589041
23/24,muscular problems,26,4,Nadir Zortea,25,Right-Back,Frosinone,Serie A,330000.0,904.109589041096,23506.84931506849
23/24,Calf injury,43,7,Luca Mazzitelli,28,Central Midfield,Frosinone,Serie A,2590000.0,7095.890410958904,305123.2876712329
23/24,Muscle injury,62,8,Abdou Harroui,26,Central Midfield,Frosinone,Serie A,770000.0,2109.5890410958905,130794.5205479452
23/24,Foot surgery,83,12,Abdou Harroui,26,Central Midfield,Frosinone,Serie A,770000.0,2109.5890410958905,175095.8904109589
23/24,Muscle injury,55,9,Francesco Gelli,27,Attacking Midfield,Frosinone,Serie A,720000.0,1972.6027397260275,108493.15068493152
23/24,Shoulder injury,31,3,Demba Seck,23,Right Winger,Frosinone,Serie A,740000.0,2027.3972602739725,62849.315068493146
23/24,Knee problems,7,2,Marvin Cuni,22,Forward,Frosinone,Serie A,260000.0,712.3287671232877,4986.301369863014
23/24,Ankle sprain,42,7,Elia Caprile,22,Goalkeeper,Empoli,Serie A,640000.0,1753.4246575342463,73643.83561643836
23/24,Chest injury,67,10,Etrit Berisha,35,Goalkeeper,Empoli,Serie A,1390000.0,3808.219178082192,255150.68493150684
23/24,Hamstring muscle injury,55,9,Ardian Ismajli,27,Centre-Back,Empoli,Serie A,1670000.0,4575.342465753424,251643.83561643836
23/24,Hamstring strain,24,4,Ardian Ismajli,27,Centre-Back,Empoli,Serie A,1670000.0,4575.342465753424,109808.2191780822
23/24,Hamstring injury,7,2,Ardian Ismajli,27,Centre-Back,Empoli,Serie A,1670000.0,4575.342465753424,32027.39726027397
23/24,Thigh problems,12,2,Sebastian Walukiewicz,24,Centre-Back,Empoli,Serie A,380000.0,1041.0958904109589,12493.150684931506
23/24,Ankle sprain,25,5,Sebastian Walukiewicz,24,Centre-Back,Empoli,Serie A,380000.0,1041.0958904109589,26027.39726027397
23/24,Broken ankle,123,17,Giuseppe Pezzella,26,Left-Back,Empoli,Serie A,830000.0,2273.972602739726,279698.6301369863
23/24,Cruciate ligament tear,355,40,Tyronne Ebuehi,28,Right-Back,Empoli,Serie A,640000.0,1753.4246575342463,622465.7534246575
23/24,Hamstring muscle injury,56,8,Tyronne Ebuehi,28,Right-Back,Empoli,Serie A,640000.0,1753.4246575342463,98191.7808219178
23/24,muscular problems,33,5,Bartosz Bereszyński,31,Right-Back,Empoli,Serie A,830000.0,2273.972602739726,75041.09589041096
23/24,muscular problems,49,7,Alberto Grassi,29,Defensive Midfield,Empoli,Serie A,1670000.0,4575.342465753424,224191.78082191775
23/24,Thigh problems,7,1,Jacopo Fazzini,21,Central Midfield,Empoli,Serie A,170000.0,465.7534246575343,3260.27397260274
23/24,muscular problems,11,1,Jacopo Fazzini,21,Central Midfield,Empoli,Serie A,170000.0,465.7534246575343,5123.287671232877
23/24,Knock,6,1,Răzvan Marin,28,Central Midfield,Empoli,Serie A,1280000.0,3506.849315068493,21041.09589041096
23/24,Knock,17,2,Răzvan Marin,28,Central Midfield,Empoli,Serie A,1280000.0,3506.849315068493,59616.438356164384
23/24,Hamstring muscle injury,39,6,Simone Bastoni,27,Central Midfield,Empoli,Serie A,190000.0,520.5479452054794,20301.369863013697
23/24,Back problems,9,1,Matteo Cancellieri,22,Right Winger,Empoli,Serie A,1850000.0,5068.493150684932,45616.438356164384
23/24,Ankle injury,57,8,Francesco Caputo,36,Forward,Empoli,Serie A,1480000.0,4054.794520547945,231123.2876712329
23/24,Calf problems,19,3,Francesco Caputo,36,Forward,Empoli,Serie A,1480000.0,4054.794520547945,77041.09589041096
23/24,Calf problems,8,2,Francesco Caputo,36,Forward,Empoli,Serie A,1480000.0,4054.794520547945,32438.35616438356
23/24,Muscle injury,10,2,Mattia Destro,33,Forward,Empoli,Serie A,2780000.0,7616.438356164384,76164.38356164383
23/24,Muscle injury,100,5,Marco Silvestri,33,Goalkeeper,Udinese,Serie A,2220000.0,6082.191780821918,608219.1780821917
23/24,Scaphoid fracture,103,15,Jaka Bijol,25,Centre-Back,Udinese,Serie A,1030000.0,2821.917808219178,290657.5342465753
23/24,Cruciate ligament tear,349,39,Enzo Ebosse,25,Centre-Back,Udinese,Serie A,1030000.0,2821.917808219178,984849.3150684932
23/24,Foot injury,7,1,Hassane Kamara,30,Left-Back,Udinese,Serie A,1150000.0,3150.6849315068494,22054.794520547945
23/24,muscular problems,7,1,Kingsley Ehizibue,29,Right-Back,Udinese,Serie A,900000.0,2465.753424657534,17260.27397260274
23/24,Hamstring injury,54,8,Sandi Lovrić,26,Central Midfield,Udinese,Serie A,900000.0,2465.753424657534,133150.68493150684
23/24,Muscle fatigue,6,1,Sandi Lovrić,26,Central Midfield,Udinese,Serie A,900000.0,2465.753424657534,14794.520547945203
23/24,muscular problems,24,4,Roberto Pereyra,33,Central Midfield,Udinese,Serie A,1030000.0,2821.917808219178,67726.02739726027
23/24,muscular problems,7,1,Roberto Pereyra,33,Central Midfield,Udinese,Serie A,1030000.0,2821.917808219178,19753.424657534244
23/24,Adductor injury,14,1,Domingos Quina,24,Central Midfield,Udinese,Serie A,380000.0,1041.0958904109589,14575.342465753423
23/24,Hamstring injury,45,6,Florian Thauvin,31,Second Striker,Udinese,Serie A,2310000.0,6328.767123287671,284794.5205479452
23/24,Hamstring injury,19,3,Lorenzo Lucca,23,Forward,Udinese,Serie A,460000.0,1260.2739726027398,23945.20547945205
23/24,Hamstring injury,159,21,Brenner,24,Forward,Udinese,Serie A,960000.0,2630.1369863013697,418191.78082191775
23/24,muscular problems,37,4,Keinan Davis,26,Forward,Udinese,Serie A,900000.0,2465.753424657534,91232.87671232875
23/24,Muscle fatigue,15,2,Keinan Davis,26,Forward,Udinese,Serie A,900000.0,2465.753424657534,36986.30136986301
23/24,Calf injury,119,16,Keinan Davis,26,Forward,Udinese,Serie A,900000.0,2465.753424657534,293424.65753424657
23/24,bruise,9,2,Isaac Success,28,Forward,Udinese,Serie A,1090000.0,2986.301369863014,26876.712328767124
23/24,Shoulder injury,25,2,Lorenzo Venuti,29,Right-Back,Lecce,Serie A,740000.0,2027.3972602739725,50684.93150684932
23/24,inflammation,11,2,Ylber Ramadani,28,Defensive Midfield,Lecce,Serie A,580000.0,1589.041095890411,17479.45205479452
23/24,Partial tear of the plantar fascia,34,4,Alexis Blin,27,Defensive Midfield,Lecce,Serie A,640000.0,1753.4246575342463,59616.438356164384
23/24,Knee surgery,76,8,Lameck Banda,23,Left Winger,Lecce,Serie A,640000.0,1753.4246575342463,133260.27397260274
23/24,Bruised knee,11,2,Lameck Banda,23,Left Winger,Lecce,Serie A,640000.0,1753.4246575342463,19287.671232876717
23/24,Hamstring injury,29,6,Lameck Banda,23,Left Winger,Lecce,Serie A,640000.0,1753.4246575342463,50849.315068493146
23/24,muscular problems,41,6,Pontus Almqvist,24,Right Winger,Lecce,Serie A,770000.0,2109.5890410958905,86493.1506849315
23/24,Hamstring muscle injury,21,2,Pontus Almqvist,24,Right Winger,Lecce,Serie A,770000.0,2109.5890410958905,44301.3698630137
23/24,Adductor pain,29,5,Marash Kumbulla,24,Centre-Back,Sassuolo,Serie A,3330000.0,9123.287671232876,264575.34246575343
23/24,Adductor pain,5,2,Marash Kumbulla,24,Centre-Back,Sassuolo,Serie A,3330000.0,9123.287671232876,45616.43835616438
23/24,Ankle sprain,32,9,Josh Doig,22,Left-Back,Sassuolo,Serie A,640000.0,1753.4246575342463,56109.58904109589
23/24,Hamstring muscle injury,49,6,Jeremy Toljan,29,Right-Back,Sassuolo,Serie A,900000.0,2465.753424657534,120821.91780821918
23/24,Rest,3,1,Matheus Henrique,26,Central Midfield,Sassuolo,Serie A,570000.0,1561.6438356164383,4684.931506849315
23/24,Hamstring muscle injury,54,7,Matheus Henrique,26,Central Midfield,Sassuolo,Serie A,570000.0,1561.6438356164383,84328.76712328767
23/24,Hamstring muscle injury,128,25,Pedro Obiang,32,Central Midfield,Sassuolo,Serie A,1090000.0,2986.301369863014,382246.5753424658
23/24,Knee injury,31,1,Kristian Thorstvedt,25,Attacking Midfield,Sassuolo,Serie A,770000.0,2109.5890410958905,65397.260273972606
23/24,Ankle problems,11,1,Nedim Bajrami,25,Attacking Midfield,Sassuolo,Serie A,1540000.0,4219.178082191781,46410.95890410959
23/24,Achilles tendon surgery,212,21,Domenico Berardi,29,Right Winger,Sassuolo,Serie A,5560000.0,15232.876712328767,3229369.8630136987
23/24,Meniscus injury,35,6,Domenico Berardi,29,Right Winger,Sassuolo,Serie A,5560000.0,15232.876712328767,533150.6849315069
23/24,Knee problems,50,7,Samu Castillejo,29,Right Winger,Sassuolo,Serie A,1540000.0,4219.178082191781,210958.90410958903
23/24,Calf problems,55,8,Grégoire Defrel,33,Forward,Sassuolo,Serie A,1570000.0,4301.369863013699,236575.34246575343
23/24,Shoulder injury,8,1,Simone Aresti,38,Goalkeeper,Cagliari,Serie A,280000.0,767.1232876712329,6136.986301369863
23/24,Bruised knee,5,1,Alberto Dossena,25,Centre-Back,Cagliari,Serie A,740000.0,2027.3972602739725,10136.986301369863
23/24,Rest,4,1,Yerry Mina,29,Centre-Back,Cagliari,Serie A,1920000.0,5260.273972602739,21041.09589041096
23/24,Muscle injury,47,11,Yerry Mina,29,Centre-Back,Cagliari,Serie A,1920000.0,5260.273972602739,247232.87671232875
23/24,Fitness,6,1,Yerry Mina,29,Centre-Back,Cagliari,Serie A,1920000.0,5260.273972602739,31561.64383561644
23/24,Thigh problems,40,5,Alessandro Di Pardo,24,Right-Back,Cagliari,Serie A,280000.0,767.1232876712329,30684.93150684932
23/24,Knee problems,22,3,Antoine Makoumbou,25,Defensive Midfield,Cagliari,Serie A,940000.0,2575.3424657534247,56657.53424657534
23/24,Hamstring injury,9,3,Nahitan Nández,28,Central Midfield,Cagliari,Serie A,2050000.0,5616.438356164384,50547.94520547945
23/24,Hamstring injury,33,7,Nahitan Nández,28,Central Midfield,Cagliari,Serie A,2050000.0,5616.438356164384,185342.46575342465
23/24,Ankle sprain,33,5,Jakub Jankto,28,Left Midfield,Cagliari,Serie A,1850000.0,5068.493150684932,167260.27397260274
23/24,Adductor pain,22,2,Gianluca Gaetano,24,Attacking Midfield,Cagliari,Serie A,190000.0,520.5479452054794,11452.054794520547
23/24,Fitness,9,1,Gianluca Gaetano,24,Attacking Midfield,Cagliari,Serie A,190000.0,520.5479452054794,4684.931506849315
23/24,Metatarsal fracture,50,7,Gaetano Oristanio,21,Attacking Midfield,Cagliari,Serie A,280000.0,767.1232876712329,38356.16438356164
23/24,Muscle fatigue,13,3,Gaetano Oristanio,21,Attacking Midfield,Cagliari,Serie A,280000.0,767.1232876712329,9972.602739726028
23/24,Muscle injury,14,2,Nicolas Viola,34,Attacking Midfield,Cagliari,Serie A,1390000.0,3808.219178082192,53315.06849315069
23/24,Knee surgery,117,16,Marco Mancosu,35,Attacking Midfield,Cagliari,Serie A,1500000.0,4109.58904109589,480821.9178082192
23/24,Knee problems,6,1,Marco Mancosu,35,Attacking Midfield,Cagliari,Serie A,1500000.0,4109.58904109589,24657.534246575346
23/24,Knee problems,30,5,Marco Mancosu,35,Attacking Midfield,Cagliari,Serie A,1500000.0,4109.58904109589,123287.6712328767
23/24,Knee surgery,47,4,Marco Mancosu,35,Attacking Midfield,Cagliari,Serie A,1500000.0,4109.58904109589,193150.68493150684
23/24,Hamstring muscle injury,18,3,Zito Luvumbo,22,Forward,Cagliari,Serie A,1110000.0,3041.095890410959,54739.72602739726
23/24,muscular problems,6,1,Zito Luvumbo,22,Forward,Cagliari,Serie A,1110000.0,3041.095890410959,18246.575342465752
23/24,Calf injury,58,7,Andrea Petagna,29,Forward,Cagliari,Serie A,3330000.0,9123.287671232876,529150.6849315069
23/24,muscular problems,21,2,Andrea Petagna,29,Forward,Cagliari,Serie A,3330000.0,9123.287671232876,191589.0410958904
23/24,fracture,15,3,Gianluca Lapadula,34,Forward,Cagliari,Serie A,2600000.0,7123.287671232877,106849.31506849316
23/24,Ankle surgery,87,13,Gianluca Lapadula,34,Forward,Cagliari,Serie A,2600000.0,7123.287671232877,619726.0273972603
23/24,Ankle sprain,69,9,Leonardo Pavoletti,35,Forward,Cagliari,Serie A,1300000.0,3561.6438356164385,245753.42465753423
23/24,Foot injury,3,1,Leonardo Pavoletti,35,Forward,Cagliari,Serie A,1300000.0,3561.6438356164385,10684.931506849316
23/24,Rest,3,1,Lorenzo Montipò,28,Goalkeeper,Verona,Serie A,500000.0,1369.86301369863,4109.58904109589
23/24,fracture,13,2,Giangiacomo Magnani,28,Centre-Back,Verona,Serie A,1110000.0,3041.095890410959,39534.24657534246
